index,word,meaning
1270,convey,"[동] 나르다,전달하다, (생각, 감정을) 전하다"
1271,depth,[명] 깊이
1272,evaporate,[동] 증발하다
1273,lame,"[형] 절름발이의, 설득력이 없는"
1274,conduct,"[동] 실시하다, 수행하다, 행동하다[명] 행위"
1275,sour,[형] (맛이)신
1276,repetitive,[형] 반복성의
1277,oppress,n.억압하다
1278,leftover,"[명] 남은 음식, 잔재"
1279,embrace,"[동] 포옹하다, 껴안다, 수용하다"
1280,blade,[명] 칼날
1281,abundant,[형] 풍부한
1282,duplicate,[형] 똑같은[동] 복사하다[명] 사본
1283,remind,"[동] 상기시키다, 생각나게 하다"
1284,altitude,[명] 고도
1285,glimpse,[동] 흘끗 보다[명] 흘끗 봄
1286,blend,[동] 섞다
1287,swell,"[동] 부풀다,[명] 팽창"
1288,grief,"[명] 비탄, 큰 슬픔"
1289,beverage,[명] 음료수
1290,warrior,"[명] 전사, 용사"
1291,earn,"[동] (평판을) 얻다, 벌다"
1292,slice,[명] (얇게 썬)조각[동] 얇게 썰다
1293,exotic,[형] 이국적인
1294,arrogant,"[형] 거만한, 건방진"
1295,vanish,[동] 사라지다
1296,rational,"[형] 이성적인, 합리적인"
1297,predominant,"[형] 우세한, 두드러진"
1298,cozy,"[형] 안락한, 아늑한"
1299,broker,"[명] 중개인, 브로커[동] 중개하다"
1300,auction,[명] 경매[동] 경매로 팔다
1301,obsess,"v.사로잡다, 강박 관념을 갖다"
1302,feed,"[동] ~에 밥을 주다, ~에 먹이를 주다"
1303,outbreak,"[명] (전쟁, 사고등의) 발발"
1304,invent,[동] 발명하다
1305,pioneer,[명] 개척자[동] 개척하다
1306,assert,[동] 주장하다
1307,undo,"[동] (잠긴 것을) 풀다, 원상태로 돌리다"
1308,bouquet,[명] 꽃다발
1309,elaborate,[형] 정교한
1310,toss,[동] 던지다[명] 던지기
1311,retain,[동] 보유하다
1312,radioactive,[형] 방사능의
1313,buildup,[명] 축적
1314,machinery,[명] 기계
1315,passerby,통행인
1316,auditorium,[명] 강당
1317,lay,"[동] 놓다, (알을) 낳다"
1318,neglect,[동] 무시하다[명] 소홀
1319,feedback,[명] 피드백
1320,promote,"[동] 증진하다, 승진시키다"
1321,impair,[동] 손상시키다
1322,metaphor,[명] 은유
1323,dispense,"[동] 분배하다, 나누어 주다"
1324,bruise,"[명] 멍, 타박상"
1325,attorney,"[명] 변호사, 대리인"
1326,framework,"[명] 뼈대, 틀, 체제"
1327,heredity,n.유전
1328,naive,[형] 순진한
1329,shed,"v.떨구다, 흘리다"
1330,metropolitan,[형] 대도시의
1331,shield,[명] 방패[동] 보호하다
1332,induce,"[동] 유도하다, 설득하여 ~시키다"
1333,bazaar,"시장, 바자"
1334,expel,[동] 추방하다
1335,plow,[명] 쟁기[동] 갈다
1336,prolong,[동] 연장하다
1337,fluent,유창한
1338,margin,[명] 가장자리
1339,ecology,"[명] 생태학, 생태"
1340,interior,[명] 내부[형] 내부의
1341,ornament,[명] 장식[동] 장식하다
1342,separate,[동] 분리하다
1343,ripe,[형] 익은
1344,vibrate,"[동] 진동하다, 흔들다"
1345,urgent,[형] 긴급한
1346,speculate,"[동] 사색하다 ,투기하다"
1347,epidemic,[명] 전염병
1348,precede,[동] ~에 앞서다
1349,breathtaking,숨막히는
1350,portfolio,[명] 포트폴리오
1351,beware,[동] 주의하다
1352,handcuff,[n] 수갑
1353,overturn,[동] 전복시키다[명] 전복
1354,pregnant,[형] 임신한
1355,intelligence,[명] 지능
1356,adapt,[동] 적응시키다
1357,settle,[동] 정착하다
1358,assassinate,[동] 암살하다
1359,vapor,[명] 증기
1360,tuition,[명] 수업료
1361,literature,[명] 문학
1362,loop,[명] 고리[동] 고리로 만들다
1363,quote,[동] 인용하다[명] 인용구
1364,inhale,"[동] 들이쉬다, 흡입하다"
1365,prospect,"[명] 전망, 가능성"
1366,anchor,"[명] 닻,앵커"
1367,reference,"[명] 참고, 언급"
1368,compound,[동] 혼합하다[명] 혼합물[형] 합성의
1369,withstand,"[동] 견디다, 버티다"
1370,implement,[동] 실행하다[명] 도구
1371,anonymous,[형] 익명의
1372,collide,"[동] 충돌하다, 일치하지 않다"
1373,memorial,[명] 기념물
1374,vacant,"[형] 비어 있는, 빈자리의"
1375,technical,[형] 기술의
1376,summon,[동] 소환하다
1377,orchard,[명] 과수원
1378,proportion,"[명] 비율, 부분"
1379,antibiotic,[명] 항생 물질
1380,overtake,[동] 따라잡다
1381,resemble,[동] ~와 닮다
1382,wander,"[동] (정처없이) 돌아다니다, 헤매다"
1383,compassion,[명] 동정
1384,preoccupation,"[명] 몰두, 집착"
1385,paste,[동] 풀로 붙이다[명] 풀
1386,provoke,"[동] 선동하다, 자극하다"
1387,wicked,"[형] 사악한, 심술궂은"
1388,sprain,발목을 삐다
1389,propaganda,[명] 선전
1390,consistent,[형] 일관된
1391,disrupt,[동] 붕과시키다
1392,solitary,"[형] 혼자의, 고립된"
1393,bury,[동] (땅에)묻다
1394,rust,"[명] 녹[동] 녹이 슬다, 부식하다"
1395,discuss,[동] 토론하다
1396,referee,[명] 심판
1397,sector,"[명] 분야, 지역"
1398,boost,[동] 밀어올리다[명] 상승
1399,gymnastics,[명] 체조
1400,gross,[형] 총합의[명] 총합
1401,last,"[형] 마지막, 지난"
1402,tariff,"[명] 관세, 운임표"
1403,beloved,"[형] 총애받는, 사랑하는"
1404,lyric,[명] 가사
1405,yeast,"[명] 이스트, 효모"
1406,skyscraper,[명] 고층건물
1407,inquire,[동] 묻다
1408,spade,"[명] 삽, 스페이드"
1409,vacuum,"[명] 진공, 공백"
1410,migrate,"[동] 이주하다, 이동하다"
1411,spectacle,"[명] 구경거리, 장관"
1412,surplus,"[명] 여분, 나머지
[형] 나머지의"
1413,simulate,"[동] 흉내내다, ~의 모의 실험을 하다"
1414,integration,[명] 통합
1415,hypothesis,"[명] 가설, 가정"
1416,affirm,[동] 단언하다
1417,fortress,[명] 요새
1418,reed,[명] 갈대
1419,cue,"[명] 신호, 단서
[동] 신호를 주다"
1420,mole,"[명] 반점, 두더지"
1421,divide,[동] 나누다
1422,inborn,타고난
1423,overlap,"[동] 겹치다, 중복되다"
1424,fatique,[명] 피곤
1425,clone,"[명] 복제, 복제품
[동] 복제하다"
1426,peel,[동] 껍질을 벗기다
1427,ease,"[명] 쉬움, 편안함
[동] 편하게 하다, 완화하다"
1428,overcome,[동] 극복하다
1429,fund,[명] 자금
1430,bias,"[명] 편견, 선입견"
1431,vaccine,[명] 백신
1432,tread,"[동] 밟다
[명] 밟기"
1433,vomit,"[동] 구토하다
[명] 구토"
1434,prophecy,[명] 예언
1435,correspond,"[동] 일치하다, 해당하다, 편지를 주고받다"
1436,cling,"[동] 꼭 붙잡다, 달라붙다"
1437,mutation,"[명] 돌연변이, 변형"
1438,obscure,"[형] 모호한, 잘 알려지지 않은
[동] 모호하게 하다"
1439,tyrant,[명] 폭군
1440,odd,"[형] 이상한, 홀수의"
1441,intriguing,[형] 아주 흥미로운
1442,restrain,"[동] 억제하다, 제지하다"
1443,bundle,[명] 묶음
1444,enclose,"[동] 동봉하다, 둘러싸다"
1445,insert,"[동] 삽입하다, 덧붙이다"
1446,keen,"[형] 예민한, ~을열망하는"
1447,constrict,[동] 수축시키다
1448,aid,"[명] 도움, 지원"
1449,reputation,[명] 명성
1450,measurement,[명] 측정
1451,originate,[동] 유래하다
1452,flour,[명] 밀가루
1453,manipulate,"[동] 조작하다, 잘 다루다"
1454,experiment,"[명] 실험
[동] 실험하다"
1455,patriot,[명] 애국자
1456,interchange,[동] 교환하다
1457,intuitive,"[형] 직감에 의한, 직관력 있는"
1458,garment,[명] 의류
1459,spontaneous,"[형] 자발적인, 즉흥적인"
1460,vertical,"[형] 수직의, 세로의
[명] 수직선"
1461,testify,"[동] 증언하다, 증명하다"
1462,mentor,[명] 조언자
1463,vivid,"[형] 생생한, 선명한"
1464,pasture,[명] 초원
1465,crust,"[명] (빵, 파이의)껍질, 딱딱한 표면"
1466,comprehend,"[동] 이해하다, 파악하다"
1467,plunge,"[동] 뛰어들다, 급락하다"
1468,nasty,"[형] 더러운, 비열한"
1469,appreciate,"[동] 진가를 알아보다, 고맙게 여기다, 감상하다"
1470,emigrate,[동] 이민을 가다
1471,deed,"[명] 행동, 공적"
1472,skinny,"[형] 깡마른, 옷이 몸에 딱 붙는"
1473,grill,"[명] 그릴, 석쇠
[동] 그릴에 굽다"
1474,canal,"[명] 운하, 수로"
1475,curse,[명] 저주
1476,adverse,"[형] 불리한, 반대의"
1477,censorship,[명] 검열관
1478,forehead,[명] 이마
1479,appetite,"[명] 식욕, 욕망"
1480,flaw,"[명] 결함, 결점"
1481,outgoing,"[형] 외향적인, 사교적인"
1482,verbal,"[형] 말의, 구두의"
1483,liberate,[동] 해방시키다
1484,segregation,"[명] 인종 차별, 차별정책, 분리"
1485,advance,"[명] 전진하다, 진보하다[명] 발전, 전진, 진보"
1486,contemplate,"[동] ~을 숙고하다, 심사숙고하다, 고려하다, 응시하다"
1487,underlying,"[형] 기초를 이루는, 근본적인, 밑에 있는"
1488,academic,"[형] 학문적인, 학구적인"
1489,stem,"[명] 줄기[동] 생기다, 일어나다"
1490, irrigation,[명] 관개
1491,consecutive,"[형] 연이은, 연속적인"
1492,superficial,"[형] 표면상의, 피상적인"
1493,refuge,"[명] 피난처, 도피처, 보호구역"
1494,swear,"[동] 맹세하다, 욕을 하다"
1495,allergy,[명] 알레르기
1496,norm,"[명] 표준, 규범"
1497,endeavor,"[동] 노력하다, 시도하다[명] 노력, 시도"
1498,erect,[형] 똑바로 선[동] 세우다
1499,feminine,"[형] 여성의, 여성스러운"
1500,drowsy,[형] 졸리는
1501,inspect,"[동] 점검하다, 시찰하다"
1502,carriage,"[명] 객차, 마차, 운반"
1503,primitive,[형] 원시의
1504,compress,"[동] 압축하다, 압박하다"
1505,govern,"[동] 통치하다, 좌우하다"
1506,cemetery,[명] 공동묘지
1507,shatter,[동] 산산이 부서지다
1508,exaggerate,[동] 과장하다
1509,random,[형] 무작위의
1510,feast,"[명] 잔치, 축제[동] 즐겁게 하다"
1511,commemorate,[동] 기념하다
1512,steep,"[형] 가파른, 비탈진[동] 몰두시키다, (액체에) 담그다"
1513,multitask,[동] 다중작업을 하다
1514,toxic,"[형] 유독한, 유독성의"
1515,stare,[동] 응시하다
1516,chronic,[형] 만성적인
1517,designate,"[동] 지명하다, 지정하다"
1518,dramatic,"[형] 극적인, 급격한, 감격적인"
1519,intense,"[형] 강렬한, 극심한, 치열한"
1520,propaganda,"[명] 선전 활동, 과장된 선전"
1521,numerous,"[형] 다수의, 많은"
1522,shiver,[동] 몸을 떨다떨림
1523,retarded,(정서•지능•학력) 발달이 뒤진
1524,ongoing,[형] 진행 중인진행
1525,mention,[동] 언급하다[명] 언급
1526,executive,"[명] 임원[형] 행정의, 관리의"
1527,chaos,"[명] 혼돈, 혼란"
1528,microscope,[명] 현미경
1529,belonging,"[명] 소유물, 부속물"
1530,vulnerable,"[형] 상처받기 쉬운, 취약한"
1531,implication,"[명] 암시, 영향"
1532,appetite,"[명] 식욕, 욕망"
1533,authentic,"[형] 진정한, 진짜의"
1534,compel,"[동] 강요하다, ~ 하게 만들다"
1535,transition,"[명] 변화, 전환"
1536,index,"[명] (책 등의) 색인, 지표"
1537,incline,"[동] ~쪽으로 기울다, 경사지다, 내키게 하다"
1538,attain,"[동] 이루다, 달성하다"
1539,innate,[형] 타고난
1540,ingenuity,"[명] 기발한 재주, 독창성"
1541,record,"[명] 기록, 증언[동] 기록하다, 녹음하다"
1542,bias,"[명] 편견, 선입견"
1543,seize,"[동] 붙잡다, 파악하다"
1544,screw,[명] 나사나사로 고정하다
1545,savage,"[형] 야만적인, 잔인한[동] 무참히 공격하다야만인"
1546,province,"[명] 지역, 지방"
1547,coordinate,"[동] 조직하다, 조정하다[형] 동등한"
1548,deficient,"부족한, 불완전한"
1549,privilege,[명] 특권[동] 특권을 주다
1550,preview,"[명] 시사회, 시연, 미리보기"
1551,equivalent,"[형] 동등한, ~에 상당하는[명] 동등한 것"
1552,loom,[동] 어렴풋이 나타나다 베틀
1553,purple,[명] 자주색의
1554,outlaw,"[명] 범법자, 도망자금지하다, 법적으로 무효화하다"
1555,squeeze,[동] (즙 등을) 짜내다
1556,breakthrough,"[명] 돌파구, 비약적 발전"
1557,consent,"[동] 동의하다, 허락하다[명] 동의, 허락"
1558,orphan,[명] 고아
1559,negotiate,[동] 협상하다
1560,nuisance,"[명] 골칫거리, 방해, 귀찮은 사람"
1561,recipe,[명] 요리법
1562,deceive,"[동] 속이다, 기만하다"
1563,sweep,"[동] 쓸다, 휩쓸다"
1564,profile,"[명] 옆모습, 윤곽, 인물 소개"
1565,enterprise,"[명] 기업, 사업"
1566,successive,[형] 연속적인
1567,paradox,"[명] 역설, 모순되는 말"
1568,surpass,[동] 능가하다
1569,correlation,"[명] 상관 관계, 연관성"
1570,magnitude,"[명] 중대성, 거대함"
1571,aesthetic,"[형] 미의, 미학의"
1572,earnest,"[형] 성실한, 진심어린"
1573,tremble,"[동] 떨다, 흔들리다"
1574,slaughter,"[동] 도살하다, 학살하다"
1575,surrender,"[동] 항복하다, 양도하다[명] 항복, 양도"
1576,philosophy,"[명] 철학, 인생관"
1577,deplete,[동] 고갈시키다
1578,admire,[동] 존경하다
1579,deform,"불구로 만들다, <물리> 변형시키다"
1580,thrill,"[동] 오싹하다 [명] 오싹함, 떨림"
1581,afford,[동] ~할 여유가 있다
1582,blunt,"[형] 무뚝뚝한, 직설적인"
1583,sprint,[동] 전력 질주하다
1584,aid,"[명] 도움, 지원"
1585,tense,[형] 긴장한[명] (문법) 시제긴장시키다
1586,amplify,"[동] 증폭시키다, 확대하다"
1587,timber,[명] 목재
1588,collaborate,[동] 협력하다
1589,stance,"[명] 태도, 자세"
1590,blow,"[동] (입으로) 불다, (바람이) 불다"
1591,ballot,[명] 투표투표하다
1592,division,"[명] 분할, 분열, 나눗셈"
1593,acquaintance,[명] 아는 사람
1594,boil,"[동] 끓다, 삶다"
1595,contradict,"[동] 모순되다, 반박하다, 부정하다"
1596,burst,"[동] 터지다, 갑자기 나타나다[명] 파열, 폭발"
1597,cast,"[동] 던지다, 배역을 정하다, (빛을) 발하다[명] 출연자, 깁스"
1598,falsify,잘못을 입증하다
1599,psychic,"[형] 초자연적인, 마음의"
1600,paddle,[명] 노[동] 노를 저어 나아가다
1601,steer,[동] 조종하다
1602,affection,"[명] 애착, 애정"
1603,bid,말하다
1604,compost,"[명] 퇴비, 두엄
[동] 퇴비를 만들다, 두엄을 끼얹다"
1605,temperament,[명] 기질
1606,rent,"[명] 임대료
[동] 임대하다"
1607,shred,[동] 조각조각으로 찢다
1608,unpredictable,[형] 예측할 수 없는
1609,tribute,경의의 표시
1610,artery,[명] 동맥
1611,inherent,[형] 내재하는
1612,harass,[동] 희롱하다
1613,narrative,"[형] 서술의, 이야기로 이루어진
[명] 이야기"
1614,assemble,"[동] 모으다, 조립하다"
1615,spike,"[명] 못, 뾰족한것"
1616,sneak,[동] 몰래 들어가다
1617,sophisticated,"[형] 세련된, 정교한"
1618,handle,"[동] 처리하다, 다루다"
1619,enlightenment,깨달음
1620,cosmetic,"[명] 화장품
[형] 허울뿐인, 표면적인"
1621,gracious,[형] 상냥한
1622,aspire,[동] 열망하다
1623,obstruct,"[동] 방해하다, 가로막다"
1624,patrol,"순찰, 순찰병"
1625,accelerate,"[동] 가속하다, 촉진하다"
1626,heatstroke,일사병
1627,oval,"[형] 타원형의
[명] 타원형"
1628,veteran,"[명] 베테랑, 참전용사"
1629,trail,"[명] 흔적, 오솔길
[동] 끌다, 추적하다"
1630,vocation,"[명] 천직, 직업"
1631,vegetarian,[명] 채식주의자
1632,decode,해독하다
1633,fellow,"[명] 친구, 동료
[형] 동료의"
1634,mandate,"[명] 권한, 명령
[동] 권한을 부여하다, 명령하다"
1635,perish,"[동] 소멸하다, 죽다"
1636,inseparable,떼어낼 수 없는
1637,domain,"[명] 영역, 도메인"
1638,statesman,[명] 정치인
1639,connotation,"[명] 함축, 내포"
1640,stereotype,"[명] 인습, 고정관념"
1641,hollow,[형] 속이 빈
1642,structural,"[형] 구조상의, 구조적인"
1643,mortgage,[명] 담보[동] 저당잡히다
1644,inject,"[동] 주사하다, 주입하다"
1645,crisis,[명] 위기
1646,latter,"[형] 나중의, 후자의[명] (둘 중에서) 후자"
1647,illuminate,[동] 계몽하다
1648,mimic,[동] 흉내내다
1649,unearth,[동] 발굴하다
1650,wail,"[동] 울부짖다, 한탄하다"
1651,shudder,"[동] (공포, 추위로) 떨다[명] 떨림"
1652,stride,[동] 성큼성큼 걷다
1653,applicant,[명] 지원자
1654,disprove,반증하다
1655,distrub,방해하다
1656,hemisphere,"[명] (지구, 뇌의) 반구"
1657,recur,재발하다
1658,elastic,[형] 탄력있는[명] 고무줄
1659,counterpart,[명] 대응 하는 것
1660,stubborn,"[형] 완고한, 고집 센"
1661,suicide,[명] 자살
1662,lure,[동] 유혹하다[명] 매력
1663,underprivileged,혜택받지 못한
1664,morale,"[명] 사기, 의욕"
1665,examine,"[동] 조사하다, 검사하다"
1666,compromise,[동] 타협하다[명] 타협
1667,foremost,[형] 주요한
1668,precaution,"[명] 예방조치, 조심"
1669,torture,[명] 고문[동] 고문하다
1670,entrust,[동] 위임하다
1671,sway,"[동] 흔들다, 동요시키다"
1672,religious,"[형] 종교의, 신앙심이 깊은"
1673,obligation,"[명] 의무, 책임"
1674,pest,"[명] 해충, 유해동물"
1675,subdue,완화하다
1676,incorporate,[동] 통합하다
1677,regime,"[명] 정권, 제도"
1678,terminate,[동] 끝내다
1679,rebel,반역을 일으키다
1680,meanwhile,[부] 한편
1681,folklore,[명] 민속
1682,vast,[형] 방대한
1683,preliminary,"[형] 예비의, 준비의[명] 예비 단계, 예선"
1684,theft,[명] 절도
1685,painkiller,진통제
1686,amend,[동] 수정하다
1687,recess,"[명] 휴식, 휴업"
1688,exploit,[동] 이용하다
1689,autonomy,"[명] 자율, 자치"
1690,outfit,[명] 복장과 장비
1691,mourn,[동] 애도하다
1692,evoke,[동] 이끌어내다
1693,burden,[명] 부담[동] ~에게 부담을 지우다
1694,latitude,[명] 위도
1695,patch,"[명] 조각, 작은 땅[동] 덧대다, 때우다"
1696,maternal,[형] 모성의
1697,pharmacy,"[명] 약국, 약학"
1698,marine,"[형] 바다의, 해양의"
1699,prestigious,[형] 명성이 있는
1700,friction,"[명] 마찰, 충돌"
1701,defend,[동] 방어하다
1702,fraud,"[명] 사기, 사기꾼"
1703,easygoing,태평스러운
1704,insomnia,불면증
1705,intermediate,"[형] 중급의, 중간의[명] 중급자"
1706,transport,[동] 수송하다[명] 수송
1707,paradigm,"[명] 패러다임, 사고체계"
1708,charge,"[명] 요금, 책임[동] (요금을) 청구하다"
1709,rapid,[형] 빠른
1710,premature,[형] 조산한
1711,pollute,[동] 오염시키다
1712,altruism,이타주의
1713,fiber,[명] 섬유질
1714,irony,"[명] 아이러니, 비꼼, 반어법"
1715,spectator,"[명] 관중, 구경꾼"
1716,medieval,[형] 중세의
1717,analogy,[명] 유사성
1718,snatch,[동] 잡아채다
1719,anthropology,[명] 인류학
1720,outline,[명] 간략히 기술하다
1721,slogan,"[명] 슬로건, 선전 문구"
1722,composure,"[명] 침착, 평정"
1723,incurable,"[형] 불치의, 구제 불능의
[명] 불치 환자"
1724,parallel,"[형] 평행의, 유사한
[명] 평행선
[동] 유사하다"
1725,indulge,[동] 탐닉하다.충족시키다
1726,meadow,"[명] 목초지, 초원"
1727,venture,"[동] 모험하다
[명] 모험"
1728,deflect,"[동] 빗나가다, 빗나가게 하다, 막다"
1729,adorable,"[형] 귀여운, 사랑스러운"
1730,complacent,"[형] (스스로) 만족해하는, 현실에 안주하는"
1731,explicit,"[형] 명백한, 분명한"
1732,sturdy,"[형] 견고한, 튼튼한"
1733,primate,[명] 영장류
1734,patron,"[명] 후원자, 단골 손님"
1735,endure,"[동] 참다, 인내하다, 견디다"
1736,manifest,"[동] 명백하게 하다, 증명하다
[형] 명백한"
1737,imperial,"[형] 제국의, 황제의"
1738,duration,"[명] 지속, 지속 기간"
1739,populate,[동] 거주시키다
1740,frugal,"[형] 검소한, 절약하는"
1741,registration,"[명] 기재, 등록"
1742,rejoice,[동] 크게 기뻐하다
1743,comprise,"[동] 포함하다, 구성하다"
1744,textile,"[형] 직물의, 방직의
[명] 직물"
1745,lurk,"[동] 숨다, 잠복하다"
1746,humanity,"[명] 인류, 인간성, 인간애"
1747,approximate,"[동] (수량 등이) ~에 가까워지다
[형] 대략의"
1748,revenge,"[명] 복수
[동] 복수하다"
1749,sarcastic,"[형] 비꼬는, 풍자적인"
1750,terrain,"[명] 지형, 지역, 분야, 범위"
1751,toll,"[명] 사용세, 통행료, 종소리
[동] 요금으로 징수하다"
1752,warfare,"[명] 전쟁, 전투, 교전 상태"
1753,mortal,"[형] 죽을 운명의, 치명적인
[명] 인간"
1754,spouse,[명] 배우자
1755,crispy,"[형] 바삭바삭한, 부서지기 쉬운"
1756,statistical,"[형] 통계적인, 통계상의"
1757,rubbish,"[명] 쓰레기, 폐기물
[동] 혹평하다"
1758,stimulus,"[명] 자극, 격려"
1759,clumsy,"[형] 서투른, 어색한"
1760,subsequent,"[형] 다음의, 그 이후의"
1761,relevant,"[형] 관련된, 적절한"
1762,predator,"[명] 포식자, 약탈자, 육식 동물"
1763,drain,"[동] 물을 빼내다, 소모시키다
[명] 배수관"
1764,countless,"[형] 셀 수 없는, 무수한"
1765,condense,"[동] 농축하다, 요약하다"
1766,post,"[동] (벽 따위에) 붙이다, 우편"
1767,poise,"[동] 균형을 잡다
[명] 균형, 평정"
1768,disciple,"[명] 제자, 문하생"
1769,gust,"[명] 돌풍, 질풍"
1770,collective,"[형] 집합적인, 집단적인
[명] 집단"
1771,scope,"[명] (관찰, 활동의) 범위, 시야
[동] 조사하다"
1772,compatible,"[형] 양립할 수 있는, 모순이 없는"
1773,border,"[명] 경계, 가장자리, 국경
[동] 인접하다"
1774,frontier,"[명] 국경
[형] 국경의, 최첨단의"
1775,withhold,"[동] 억누르다, 억제하다, 보류하다"
1776,verdict,"[명] 판결, 결정"
1777,stall,"[명] 마구간, 우리
[동] 핑계를 대다"
1778,apparatus,"[명] 장치, 기구, 조직"
1779,hail,"[명] 우박, 싸락눈
[동] 우박이 내리다"
1780,outburst,"[명] 폭발, 분출"
1781,vanity,"[명] 허영심, 허무함"
1782,firsthand,"[형] 직접의
[부] 직접, 바로"
1783,obesity,"[명] 비만, 비대"
1784,dilemma,"[명] 진퇴양난, 딜레마, 궁지"
1785,render,"[동] ~이 되게 하다, 주다, 제공하다"
1786,indispensable,"[형] 필수 불가결한
[명] 없어서는 안 될 것"
1787,outdated,"[형] 구식의, 시대에 뒤진"
1788,bother,"[동] 일부러~ 하다, 괴롭히다"
1789,counteract,"[동] (효력을) 중화시키다, 약화시키다"
1790,static,"[형] 정적인, 고정된"
1791,sustain,"[동] 유지하다, 지탱하다"
1792,posture,"[명] 자세, 태도"
1793,discourse,"[명] 담화, 강연"
1794,bribe,"[명] 뇌물
[동] 뇌물을 주다"
1795,retention,"[명] 보유, 기억력"
1796,valiant,"[형] 용감한, 용맹스런"
1797,distress,"[명] 고민, 고통
[동] ~을 괴롭히다"
1798,nursery,"[명] 육아실, 탁아소"
1799,juggle,"[동] 잘 처리하다, 저글링하다"
1800,perspiration,"[명] 땀, 노력"
1801,encircle,"[동] 에워싸다, 둘러싸다"
1802,notion,"[명] 개념, 의견"
1803,disgust,"[명] 혐오감
[동] 역겹게 하다"
1804,fragment,"[명] 일부분, 부서진 조각
[동] 산산이 부서지다"
1805,oversee,"[동] 감독하다, 감시하다"
1806,creep,"[동] 기다, (덩굴 등이) 얽히다
[명] 포복, 서행"
1807,clarify,[동] 명백히 하다
1808,contagious,"[형] 전염성의, 감염성의"
1809,deterioration,"[명] 악화, (가치의) 하락, 저하"
1810,currency,"[명] 통화, 통용"
1811,janitor,"[명] 문지기, 관리인, (건물) 경비원"
1812,blush,"[동] 얼굴을 붉히다, 부끄러워 하다"
1813,intervene,"[동] 끼어들다, 개입하다, 방해하다"
1814,nomad,"[명] 유목민, 방랑자"
1815,cuisine,"[명] 요리, 요리법"
1816,dare,[동] 감히 ~하다
1817,solvent,"[형] 용해력이 있는, 지불 능력이 있는
[명] 용제, 용액"
1818,cultivate,"[동] 경작하다, 양성하다, 계발하다"
1819,ascent,"[명] 상승, 오름"
1820,advocate,"[명] 옹호자, 지지자
[동] 지지하다"
1821,spur,"[명] 자극, 고무
[동] ~을 자극하다, (말에) 박차를 가하다"
1822,discern,"[동] 식별하다, 분별하다, ~을 인식하다"
1823,scheme,"[명] 계획, 체계
[동] 계획하다"
1824,weigh,[동]  무게를 달다
1825,publicity,"[명] 널리 알려짐, 명성, 광고, 선전"
1826,declare,"[동] 선언하다, (세관에) 신고하다"
1827,brisk,"[형] 활발한, 번창하는, 상쾌한"
1828,exile,"[명] 망명, 망명자
[동] 망명시키다"
1829,whisper,"[동] 속삭이다
[명] 속삭임"
1830,fling,"[동] 내던지다, 돌진하다"
1831,deviation,"[명] 변경, 일탈"
1832,dissolve,"[동] 용해하다, 해산하다, 해소하다"
1833,constraint,"[명] 강제, 압박, 제약"
1834,itch,"[동] 가려움, 가렵다, (~하고 싶어) 못 견디다"
1835,unanimous,"[형] 만장일치의, 합의의"
1836,delude,"[동] 속이다, 착각하게 하다"
1837,dehydrate,"[동] 탈수하다, 건조시키다"
1838,underneath,"[전] ~의 아래에, 밑에"
1839,metabolism,"[명] 물질대사, 신진대사"
1840,appoint,"[동] 임명[지명]하다, (시간, 장소를) 정하다"
1841,pinch,"[동] 꼬집다, 집다, 죄다"
1842,punctual,[형] 시간을 지키는
1843,arbitrary,"[형] 임의적인, 독단적인"
1844,catastrophe,"[명] 대참사, 재앙"
1845,exert,"[동] (힘, 영향력을) 가하다, 발휘하다"
1846,aviate,"[동] 조종하다, 비행하다"
1847,headquarters,"[명] 본사, 본부"
1848,rectangular,"[형] 직사각형의, 직각의"
1849,deledate,"[동] 파견하다
[명] 사절, 대표"
1850,elect,[동] 선출하다
1851,thorn,[명] 가시
1852,empathize,[동] 공감하다
1853,expertise,[명] 전문 지식
1854,renovate,"[동] ~을 새것으로 만들다, 수리하다"
1855,wrench,"[동] 비틀다, 삐다 
[명] 렌치, 쓰라림"
1856,interval,"[명] 간격, 사이"
1857,degrade,"[동] 저하시키다, 비하하다, 분해하다"
1858,report,"[명] 보고서, 말대꾸
[동] 보고하다, 발표하다"
1859,asthma,[명] 천식
1860,realm,"[명] 영역, 왕국"
1861,segment,"[명] 부분, 조각"
1862,coexist,[동] 공존하다
1863,hospitality,"[명] 환대, 후한 대접"
1864,estate,"[명] 재산, 토지"
1865,displace,"[동] 옮겨 놓다, 대체하다"
1866,cripple,"[명] 불구자, 지체 부자유자
[동] ~을 불구로 만들다, 손상시키다"
1867,drawback,"[명] 문제점, 결점, 장애"
1868,tactics,"[명] 방안, 전술"
1869,dread,"[동] 두려워하다, 무서워하다
[명] 두려움, 공포"
1870,dispute,"[동] 논쟁하다, 토의하다
[명] 논쟁, 분쟁"
1871,console,[동] 위로하다
1872,stack,"[명] 더미, 산더미
[동] 쌓아 올리다"
1873,cynical,"[형] 냉소적인, 비관적인"
1874,reprove,"[동] 꾸짖다, 책망하다"
1875,verify,[동] 입증하다
1876,engross,[동] 열중하게 하다
1877,bulk,"[명] 크기, 부피, 대부분
[동] 부피가 커지다, 덩어리가 되다"
1878,despise,[동] 경멸하다
1879,manuscript,"[명] 원고, 필사본"
1880,flee,[동] 달아나다
1881,prehistoric,[형] 선사시대의
1882,barrel,"[명] 통, 배럴"
